36
130.665  105.803  84.8332  86.1522  108.345  132.732  147.021  146.252  47.1405  61.592  66.6667  61.592  47.1405  25.5122  0       25.5122  132.506  125.726  105.882  80.3886  65.8977  78.06   103.389  124.25  80.8191  107.402  106.128  93.7072  80.4931  78.6219  90.0669  104.006  110.725  106.554  33.3333  115.303  
118.042  92.5393  75.9795  84.8332  109.548  131.8   141.992  136.887  25.5122  47.1405  61.592  66.6667  61.592  47.1405  25.5122  0       108.038  100.287  80.4559  54.9458  41.4539  57.734  83.1713  101.841  102.318  130.08  125.269  102.069  90.8135  92.7295  105.869  118.789  122.965  116.091  33.3333  108.886  
91.2047  81.1413  96.4062  121.907  141.508  147.509  138.017  116.109  99.2137  114.641  140.133  159.759  165.384  155.089  132.506  108.038  0       25.5122  47.1405  61.592  66.6667  61.592  47.1405  25.5122  193.095  221.822  206.502  158.369  156.205  166.818  181.064  188.509  184.421  171.342  132.236  114.281  
111.438  97.1557  107.417  132.235  154.268  163.639  157.095  136.861  86.0776  97.0259  122.054  143.689  152.626  145.911  125.726  100.287  25.5122  0       25.5122  47.1405  61.592  66.6667  61.592  47.1405  194.084  222.943  210.607  166.972  162.674  171.683  186.138  195.155  192.874  180.716  119.335  130.374  
119.247  100.455  104.621  127.602  151.576  164.633  162.017  144.613  62.9379  71.7401  96.6183  118.63  128.783  124.095  105.882  80.4559  47.1405  25.5122  0       25.5122  47.1405  61.592  66.6667  61.592  179.126  207.76  198.153  159.567  153.252  160.539  174.928  185.289  184.823  173.815  95.7182  132.236  
112.549  90.3224  88.6736  109.338  134.301  150.153  151.133  136.928  38.9707  53.2939  78.8002  98.2485  105.608  99.1543  80.3886  54.9458  61.592  47.1405  25.5122  0       25.5122  47.1405  61.592  66.6667  154.3   182.807  174.221  138.719  131.2   137.444  151.698  162.709  163.309  153.139  72.2827  119.335  
93.1142  69.0809  64.0035  83.8982  108.977  125.595  128.256  116.221  38.8938  62.0153  85.7392  99.8763  100.901  88.5879  65.8977  41.4539  66.6667  61.592  47.1405  25.5122  0       25.5122  47.1405  61.592  132.984  161.786  151.131  113.431  106.391  113.403  127.788  138.256  138.269  127.819  68.8168  95.7182  
67.6022  43.7818  43.0379  66.4389  90.0097  103.706  104.017  90.8718  62.8229  87.0316  109.961  121.867  119.324  103.006  78.06   57.734  61.592  66.6667  61.592  47.1405  25.5122  0       25.5122  47.1405  131.536  160.238  145.355  100.338  96.2081  105.895  120.277  128.705  126.21  114.182  89.3381  72.2827  
52.6177  35.5638  49.4476  74.9538  94.4727  102.122  96.1699  77.9464  85.9936  108.821  132.866  146.374  144.734  128.456  103.389  83.1713  47.1405  61.592  66.6667  61.592  47.1405  25.5122  0       25.5122  151.275  179.486  161.923  111.74  110.602  122.13  136.067  142.543  137.731  124.435  114.281  68.8168  
65.7358  56.5504  74.3478  99.727  117.744  122.421  112.504  90.7709  99.1835  118.947  144.15  160.765  162.418  148.556  124.25  101.841  25.5122  47.1405  61.592  66.6667  61.592  47.1405  25.5122  0       176.527  204.844  187.432  136.764  136.035  147.641  161.56  167.858  162.664  149.145  130.374  89.3381  
150.595  133.449  108.152  89.0167  93.2731  116.491  140.292  153.149  126.987  142.084  142.394  127.823  103.355  81.3636  80.8191  102.318  193.095  194.084  179.126  154.3   132.984  131.536  151.275  176.527  0       28.8675  28.8675  62.2141  51.264  36.8975  32.01   43.2578  57.1289  64.4478  110.873  120.74  
175.408  159.935  135.001  114.08  114.012  134.862  159.817  175.364  154.244  167.696  165.456  148.291  122.962  103.871  107.402  130.08  221.822  222.943  207.76  182.807  161.786  160.238  179.486  204.844  28.8675  0       28.8675  82.5349  74.6564  60.4713  50.05   54.6402  68.8228  80.2465  135.441  144.126  
151.63  138.591  114.717  91.6072  87.7282  107.147  132.393  149.318  150.593  167.717  169.857  156.276  132.047  109.479  106.128  125.269  206.502  210.607  198.153  174.221  151.131  145.355  161.923  187.432  28.8675  28.8675  0       56.9153  52.1724  39.799  26.1205  26.38   40.1817  52.4072  137.645  119.301  
94.936  83.9949  62.416  37.2211  31.5377  54.3353  78.1774  92.855  126.472  149.147  159.708  154.498  135.25  109.74  93.7072  102.069  158.369  166.972  159.567  138.719  113.431  100.338  111.74  136.764  62.2141  82.5349  56.9153  0       14.4628  26.061  32.4976  32.4976  26.061  14.4628  126.621  62.3909  
100.757  86.4564  62.6253  39.6849  42.526  66.9762  89.6582  101.91  115.771  137.574  146.909  140.763  121.072  95.5761  80.4931  90.8135  156.205  162.674  153.252  131.2   106.391  96.2081  110.602  136.035  51.264  74.6564  52.1724  14.4628  0       14.4628  26.061  32.4976  32.4976  26.061  113.664  69.7793  
114.987  99.8413  75.3796  53.6118  56.4757  80.2698  103.583  116.35  118.178  138.344  145.216  136.64  115.339  90.1667  78.6219  92.7295  166.818  171.683  160.539  137.444  113.403  105.895  122.13  147.641  36.8975  60.4713  39.799  26.061  14.4628  0       14.4628  26.061  32.4976  32.4976  111.908  84.2298  
126.139  112.509  88.6048  65.6125  64.0142  85.7358  110.263  125.315  131.378  150.74  156.191  145.943  123.48  98.9196  90.0669  105.869  181.064  186.138  174.928  151.698  127.788  120.277  136.067  161.56  32.01   50.05   26.1205  32.4976  26.061  14.4628  0       14.4628  26.061  32.4976  123.056  94.3042  
127.256  116.271  93.7817  69.2084  62.0436  80.7756  106.059  123.506  144.239  164.251  170.337  160.378  137.939  113.374  104.006  118.789  188.509  195.155  185.289  162.709  138.256  128.705  142.543  167.858  43.2578  54.6402  26.38   32.4976  32.4976  26.061  14.4628  0       14.4628  26.061  137.131  94.3962  
117.721  109.097  88.3384  62.9569  51.2966  67.7302  93.198  111.919  148.091  169.416  177.389  169.135  147.635  122.577  110.725  122.965  184.421  192.874  184.823  163.309  138.269  126.21  137.731  162.664  57.1289  68.8228  40.1817  26.061  32.4976  32.4976  26.061  14.4628  0       14.4628  144.057  84.461  
103.258  95.0029  74.9887  49.4821  36.8896  54.7496  79.9986  97.8499  140.678  163.081  172.933  166.681  146.524  121.096  106.554  116.091  171.342  180.716  173.815  153.139  127.819  114.182  124.435  149.145  64.4478  80.2465  52.4072  14.4628  26.061  32.4976  32.4976  26.061  14.4628  0       139.709  70.003  
151.361  125.853  108.886  115.303  138.968  162.429  174.258  170.08  33.3333  33.3333  33.3333  33.3333  33.3333  33.3333  33.3333  33.3333  132.236  119.335  95.7182  72.2827  68.8168  89.3381  114.281  130.374  110.873  135.441  137.645  126.621  113.664  111.908  123.056  137.131  144.057  139.709  0       141.421  
33.3333  33.3333  33.3333  33.3333  33.3333  33.3333  33.3333  33.3333  125.853  151.361  170.08  174.258  162.429  138.968  115.303  108.886  114.281  130.374  132.236  119.335  95.7182  72.2827  68.8168  89.3381  120.74  144.126  119.301  62.3909  69.7793  84.2298  94.3042  94.3962  84.461  70.003  141.421  0       
